,ESTABLISHMENT_1,YEAR,PROVINCE_1,REGION,REGION_NUM,MONTH,QTR,COMMODITY,TEMPERATUREARRIVAL_1,VETID.x,FINAL_ID_SEROTYPE,MIC_AMC,MIC_AMK,MIC_AMP,MIC_AZM,MIC_CEP,MIC_CHL,MIC_CIP,MIC_COL,MIC_CRO,MIC_FOX,MIC_GEN,MIC_KAN,MIC_MEM,MIC_NAL,MIC_SSS,MIC_STR,MIC_SXT,MIC_TET,MIC_TIO,hatchery_1,placement_date,age_sampled,stocking_density,farm_capacity_n,Mortality_percent_barn,Mortality_percent_floor,cocci_tx,cocci_tx_info,ara_3GCS_mgKg,ara_FQLS_mgKg,ara_AMIN_mgKg,ara_LINC_AMCL_mgKg,ara_LINC_mgKg,ara_AMCL_mgKg,ara_MACR_mgKg,ara_PENI_mgKg,ara_STRE_mgKg,ara_TMPS_mgKg,ara_BACI_mgKg,ara_TETR_mgKg,ara_SULF_mgKg,ara_FLAV_mgKg,ara_ORTH_mgKg
406,BCSF0205,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,19.1,BCSV005,Mbandaka,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,,2,32,16,<=0.12,<=4,1,299,2015-10-22 00:00:00 UTC,34,1.014,60000,2.400270453,2.366463827,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,62.28304196,0,0,0,1.026578608
407,BCSF0205,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,19.1,BCSV005,Mbandaka,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,0.5,,,4,<=16,4,<=0.12,<=4,1,299,2015-10-22 00:00:00 UTC,34,1.014,60000,2.400270453,2.366463827,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,62.28304196,0,0,0,1.026578608
408,BCSF0206,2015,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,8.8,BCSV005,Kiambu,<=1,NA,2,4,NA,4,<=0.015,NA,<=0.25,4,0.5,,,4,32,8,<=0.12,<=4,1,299,2015-11-06 00:00:00 UTC,38,1.21,52000,3.846153846,0,Shuttle control,NarNic-Nar,0,0,0,0,0,NA,0,0,0,0,83.30803867,0,33.93886875,0,0
409,BCSF0206,2015,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,8.8,BCSV005,Kiambu,<=1,NA,2,4,NA,8,<=0.015,NA,<=0.25,4,0.5,,,4,32,8,<=0.12,<=4,1,299,2015-11-06 00:00:00 UTC,38,1.21,52000,3.846153846,0,Shuttle control,NarNic-Nar,0,0,0,0,0,NA,0,0,0,0,83.30803867,0,33.93886875,0,0
410,BCSF0206,2015,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,8.8,BCSV005,Kiambu,2,NA,2,2,NA,8,<=0.015,NA,<=0.25,8,<=0.25,,,4,<=16,4,<=0.12,<=4,2,299,2015-11-06 00:00:00 UTC,38,1.21,52000,3.846153846,0,Shuttle control,NarNic-Nar,0,0,0,0,0,NA,0,0,0,0,83.30803867,0,33.93886875,0,0
411,BCSF0206,2015,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,8.8,BCSV005,Kiambu,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,0.5,,,4,<=16,8,<=0.12,<=4,1,299,2015-11-06 00:00:00 UTC,38,1.21,52000,3.846153846,0,Shuttle control,NarNic-Nar,0,0,0,0,0,NA,0,0,0,0,83.30803867,0,33.93886875,0,0
412,BCSF0208,2014,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,6.9,BCSV007,Senftenberg,<=1,NA,2,2,NA,8,<=0.015,NA,<=0.25,4,0.5,,,4,64,8,<=0.12,<=4,1,299,2014-11-17 00:00:00 UTC,31,0.85,51000,2.091254753,2.296296296,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,56.53796501,0,0,0,6.120681309
413,BCSF0208,2014,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,6.9,BCSV007,Senftenberg,<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,4,0.5,,,4,32,16,<=0.12,<=4,0.5,299,2014-11-17 00:00:00 UTC,31,0.85,51000,2.091254753,2.296296296,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,56.53796501,0,0,0,6.120681309
414,BCSF0208,2014,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,6.9,BCSV007,Senftenberg,<=1,NA,<=1,2,NA,8,<=0.015,NA,<=0.25,4,1,,,4,32,8,<=0.12,<=4,1,299,2014-11-17 00:00:00 UTC,31,0.85,51000,2.091254753,2.296296296,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,56.53796501,0,0,0,6.120681309
415,BCSF0209,2014,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,1.6,BCSV007,Typhimurium,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,2,0.5,,,4,>256,8,<=0.12,>32,0.5,299,2014-10-07 00:00:00 UTC,35,0.95,18500,3.513513514,0,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,153.0474029,0,0,0,0,14.21340934
416,BCSF0209,2014,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,1.6,BCSV007,Typhimurium,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,2,<=0.25,,,4,>256,8,<=0.12,>32,0.5,299,2014-10-07 00:00:00 UTC,35,0.95,18500,3.513513514,0,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,153.0474029,0,0,0,0,14.21340934
417,BCSF0209,2014,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,1.6,BCSV007,Typhimurium,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,,2,>256,8,0.25,>32,0.5,299,2014-10-07 00:00:00 UTC,35,0.95,18500,3.513513514,0,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,153.0474029,0,0,0,0,14.21340934
418,BCSF0209,2014,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,1.6,BCSV007,Typhimurium,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,,4,>256,8,<=0.12,>32,0.5,299,2014-10-07 00:00:00 UTC,35,0.95,18500,3.513513514,0,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,153.0474029,0,0,0,0,14.21340934
419,BCSF0210,2014,ONTARIO,ONTARIO,2,10,4,Domestic/Farmed,12.1,BCSV007,Agona,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,4,0.5,,,2,32,8,<=0.12,<=4,1,804,2014-09-04 00:00:00 UTC,41,0.95,22600,1.216814159,0,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,23.38649398
420,BCSF0210,2014,ONTARIO,ONTARIO,2,10,4,Domestic/Farmed,12.1,BCSV007,Agona,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,4,0.5,,,4,32,8,<=0.12,<=4,1,804,2014-09-04 00:00:00 UTC,41,0.95,22600,1.216814159,0,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,23.38649398
421,BCSF0210,2014,ONTARIO,ONTARIO,2,10,4,Domestic/Farmed,12.1,BCSV007,Agona,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,0.5,,,2,32,8,<=0.12,<=4,1,804,2014-09-04 00:00:00 UTC,41,0.95,22600,1.216814159,0,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,23.38649398
422,BCSF0210,2014,ONTARIO,ONTARIO,2,10,4,Domestic/Farmed,12.1,BCSV007,Agona,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,4,0.5,,,4,32,8,<=0.12,<=4,1,804,2014-09-04 00:00:00 UTC,41,0.95,22600,1.216814159,0,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,23.38649398
423,BCSF0211,2014,ONTARIO,ONTARIO,2,7,3,Domestic/Farmed,10.3,BCSV007,Kentucky,<=1,NA,<=1,8,NA,4,<=0.015,NA,<=0.25,1,<=0.25,,,2,32,8,<=0.12,<=4,0.5,882,2014-06-30 00:00:00 UTC,31,0.8,45000,2.140740741,2.02962963,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,55.3348974,0,0,0,0
424,BCSF0211,2014,ONTARIO,ONTARIO,2,7,3,Domestic/Farmed,10.3,BCSV007,Kentucky,<=1,NA,<=1,8,NA,4,<=0.015,NA,<=0.25,2,0.5,,,2,32,>64,<=0.12,<=4,0.5,882,2014-06-30 00:00:00 UTC,31,0.8,45000,2.140740741,2.02962963,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,55.3348974,0,0,0,0
425,BCSF0217,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,13.7,BCSV005,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,,4,32,4,<=0.12,<=4,1,121,2015-09-25 00:00:00 UTC,53,1.37,23450,6.517476556,0,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,88.94236544,217.6489045,0,0,2.684927664
426,BCSF0218,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,8.5,BCSV005,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,,2,32,16,<=0.12,<=4,1,121,2015-09-28 00:00:00 UTC,50,1.31,12240,3.006535948,0,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,83.46557188,0,0,0,2.822616263
427,BCSF0218,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,8.5,BCSV005,Kentucky,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,,4,32,32,<=0.12,<=4,1,121,2015-09-28 00:00:00 UTC,50,1.31,12240,3.006535948,0,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,83.46557188,0,0,0,2.822616263
428,BCSF0224,2014,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,4.2,BCSV008,Heidelberg,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,0.5,,,4,<=16,16,<=0.12,<=4,0.5,804,2014-08-14 00:00:00 UTC,34,1.5,14280,2.661064426,2.521008403,Shuttle control,SalNic-Sal,0,0,0,0,0.06265292427,0.1254939955,0,0,0,0,0,0,0,0,22.14799949
429,BCSF0227,2014,ONTARIO,ONTARIO,2,3,1,Domestic/Farmed,9.5,BCSV008,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,1,<=0.25,,,2,32,64,<=0.12,>32,0.5,299,2014-02-11 00:00:00 UTC,34,0.92,15200,1.973684211,0,Shuttle control,MonNic-Mon,0,0,0,0,NA,NA,0,0,0,0,86.35046226,0,0,0,0
430,BCSF0227,2014,ONTARIO,ONTARIO,2,3,1,Domestic/Farmed,9.5,BCSV008,Kentucky,<=1,NA,<=1,8,NA,4,<=0.015,NA,<=0.25,1,<=0.25,,,4,<=16,>64,<=0.12,>32,0.25,299,2014-02-11 00:00:00 UTC,34,0.92,15200,1.973684211,0,Shuttle control,MonNic-Mon,0,0,0,0,NA,NA,0,0,0,0,86.35046226,0,0,0,0
431,BCSF0227,2014,ONTARIO,ONTARIO,2,3,1,Domestic/Farmed,9.5,BCSV008,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,1,0.5,,,2,32,>64,<=0.12,>32,0.5,299,2014-02-11 00:00:00 UTC,34,0.92,15200,1.973684211,0,Shuttle control,MonNic-Mon,0,0,0,0,NA,NA,0,0,0,0,86.35046226,0,0,0,0
432,BCSF0227,2014,ONTARIO,ONTARIO,2,3,1,Domestic/Farmed,9.5,BCSV008,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,,4,32,64,<=0.12,>32,0.5,299,2014-02-11 00:00:00 UTC,34,0.92,15200,1.973684211,0,Shuttle control,MonNic-Mon,0,0,0,0,NA,NA,0,0,0,0,86.35046226,0,0,0,0
433,BCSF0229,2014,ONTARIO,ONTARIO,2,5,2,Domestic/Farmed,7.3,BCSV008,Typhimurium,<=1,NA,<=1,4,NA,4,0.03,NA,<=0.25,2,<=0.25,,,16,>256,16,<=0.12,>32,0.5,299,2014-04-14 00:00:00 UTC,43,1.46,12240,5.522875817,5.343137255,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,34.59199168,0,0,0,0,0,0,0,0
434,BCSF0230,2014,ONTARIO,ONTARIO,2,8,3,Domestic/Farmed,5.4,BCSV008,Oranienburg,<=1,NA,<=1,8,NA,8,0.03,NA,<=0.25,4,2,,,4,64,32,<=0.12,<=4,1,804,2014-07-15 00:00:00 UTC,35,0.75,33000,2.574568289,2.574568289,Shuttle control,SalNic-Sal,0,0,0,0,0.0550015039,0.1101681775,0,0,0,0,0,0,0,0,20.23947684
435,BCSF0232,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,4.5,BCSV008,Mbandaka,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,0.5,,,2,64,8,<=0.12,<=4,1,804,2015-10-09 00:00:00 UTC,34,1.17,28000,2.801120448,3.314659197,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,67.13618837,0,0,0,4.099890377
436,BCSF0232,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,4.5,BCSV008,"I 6,7:k:-",<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,2,0.5,,,4,<=16,4,<=0.12,<=4,1,804,2015-10-09 00:00:00 UTC,34,1.17,28000,2.801120448,3.314659197,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,67.13618837,0,0,0,4.099890377
437,BCSF0232,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,4.5,BCSV008,Thompson,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,,4,<=16,8,<=0.12,<=4,1,804,2015-10-09 00:00:00 UTC,34,1.17,28000,2.801120448,3.314659197,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,67.13618837,0,0,0,4.099890377
438,BCSF0232,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,4.5,BCSV008,Thompson,<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,,4,<=16,8,<=0.12,<=4,0.5,804,2015-10-09 00:00:00 UTC,34,1.17,28000,2.801120448,3.314659197,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,67.13618837,0,0,0,4.099890377
439,BCSF0233,2015,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,2.5,BCSV008,Liverpool,<=1,NA,<=1,2,NA,8,<=0.015,NA,<=0.25,4,0.5,,,4,<=16,8,<=0.12,<=4,1,804,2015-11-03 00:00:00 UTC,35,0.99,17600,4.227272727,4.659090909,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,86.65917448,0,0,0,4.02325691
440,BCSF0233,2015,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,2.5,BCSV008,Liverpool,<=1,NA,<=1,1,NA,4,<=0.015,NA,<=0.25,8,0.5,,,4,<=16,16,<=0.12,<=4,1,804,2015-11-03 00:00:00 UTC,35,0.99,17600,4.227272727,4.659090909,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,86.65917448,0,0,0,4.02325691
441,BCSF0233,2015,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,2.5,BCSV008,Liverpool,<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,4,<=0.25,,,4,<=16,8,<=0.12,<=4,1,804,2015-11-03 00:00:00 UTC,35,0.99,17600,4.227272727,4.659090909,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,86.65917448,0,0,0,4.02325691
442,BCSF0233,2015,ONTARIO,ONTARIO,2,12,4,Domestic/Farmed,2.5,BCSV008,Mbandaka,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,0.5,,,2,32,8,<=0.12,<=4,1,804,2015-11-03 00:00:00 UTC,35,0.99,17600,4.227272727,4.659090909,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,86.65917448,0,0,0,4.02325691
443,BCSF0234,2015,ONTARIO,ONTARIO,2,10,4,Domestic/Farmed,12,BCSV008,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,,4,<=16,8,<=0.12,<=4,1,804,2015-09-24 00:00:00 UTC,36,1.14,16000,3.428884927,1.960784314,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,124.7772256,0,0,0,0
444,BCSF0234,2015,ONTARIO,ONTARIO,2,10,4,Domestic/Farmed,12,BCSV008,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,,4,32,16,<=0.12,<=4,1,804,2015-09-24 00:00:00 UTC,36,1.14,16000,3.428884927,1.960784314,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,124.7772256,0,0,0,0
445,BCSF0234,2015,ONTARIO,ONTARIO,2,10,4,Domestic/Farmed,12,BCSV008,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,,4,<=16,8,<=0.12,<=4,1,804,2015-09-24 00:00:00 UTC,36,1.14,16000,3.428884927,1.960784314,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,124.7772256,0,0,0,0
446,BCSF0234,2015,ONTARIO,ONTARIO,2,10,4,Domestic/Farmed,12,BCSV008,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,,4,<=16,8,<=0.12,<=4,1,804,2015-09-24 00:00:00 UTC,36,1.14,16000,3.428884927,1.960784314,Shuttle control,SalNic-Mon,0,0,0,0,NA,NA,0,0,0,0,124.7772256,0,0,0,0
447,BCSF0235,2015,ONTARIO,ONTARIO,2,4,2,Domestic/Farmed,8.9,BCSV008,Mbandaka,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,0.5,,,2,128,16,<=0.12,<=4,0.5,804,2015-03-13 00:00:00 UTC,38,1.04,16116,1.88632415,1.712583768,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,30.48991113,0,0,0,0,0,0
448,BCSF0235,2015,ONTARIO,ONTARIO,2,4,2,Domestic/Farmed,8.9,BCSV008,Mbandaka,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,4,0.5,,,2,64,8,<=0.12,<=4,1,804,2015-03-13 00:00:00 UTC,38,1.04,16116,1.88632415,1.712583768,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,30.48991113,0,0,0,0,0,0
449,BCSF0236,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,3.8,BCSV008,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,,4,32,16,<=0.12,<=4,1,804,2015-10-12 00:00:00 UTC,46,1.7,16000,3.608805485,3.608805485,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,84.10514186,0,0,0,2.459934226
450,BCSF0236,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,3.8,BCSV008,Heidelberg,16,NA,>32,2,NA,8,<=0.015,NA,16,>32,<=0.25,,,4,32,16,<=0.12,<=4,>8,804,2015-10-12 00:00:00 UTC,46,1.7,16000,3.608805485,3.608805485,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,84.10514186,0,0,0,2.459934226
451,BCSF0236,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,3.8,BCSV008,Heidelberg,<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,2,<=0.25,,,4,<=16,8,<=0.12,<=4,0.5,804,2015-10-12 00:00:00 UTC,46,1.7,16000,3.608805485,3.608805485,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,84.10514186,0,0,0,2.459934226
452,BCSF0236,2015,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,3.8,BCSV008,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,,4,32,16,<=0.12,<=4,1,804,2015-10-12 00:00:00 UTC,46,1.7,16000,3.608805485,3.608805485,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,0,0,84.10514186,0,0,0,2.459934226
453,BCSF0237,2014,QUEBEC,QUEBEC,4,10,4,Domestic/Farmed,10.2,BCSV010,Hadar,<=1,NA,<=1,4,NA,8,0.03,NA,<=0.25,2,0.5,,,4,32,>64,<=0.12,>32,0.5,782,2014-09-29 00:00:00 UTC,31,0.79,54500,2.381188119,2.485148515,Shuttle control,NarNic-Sal,0,0,0,0,0.06152856321,0.1232418969,0,0,4.816807709,0,0,0,0,0,25.98374581
454,BCSF0237,2014,QUEBEC,QUEBEC,4,10,4,Domestic/Farmed,10.2,BCSV010,Hadar,<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,1,0.5,,,4,<=16,64,<=0.12,32,0.5,782,2014-09-29 00:00:00 UTC,31,0.79,54500,2.381188119,2.485148515,Shuttle control,NarNic-Sal,0,0,0,0,0.06152856321,0.1232418969,0,0,4.816807709,0,0,0,0,0,25.98374581
455,BCSF0237,2014,QUEBEC,QUEBEC,4,10,4,Domestic/Farmed,10.2,BCSV010,Hadar,<=1,NA,<=1,4,NA,4,0.03,NA,<=0.25,2,0.5,,,4,32,>64,<=0.12,>32,0.5,782,2014-09-29 00:00:00 UTC,31,0.79,54500,2.381188119,2.485148515,Shuttle control,NarNic-Sal,0,0,0,0,0.06152856321,0.1232418969,0,0,4.816807709,0,0,0,0,0,25.98374581
456,BCSF0237,2014,QUEBEC,QUEBEC,4,10,4,Domestic/Farmed,10.2,BCSV010,Kentucky,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,,2,<=16,64,<=0.12,>32,0.5,782,2014-09-29 00:00:00 UTC,31,0.79,54500,2.381188119,2.485148515,Shuttle control,NarNic-Sal,0,0,0,0,0.06152856321,0.1232418969,0,0,4.816807709,0,0,0,0,0,25.98374581
457,BCSF0238,2014,QUEBEC,QUEBEC,4,12,4,Domestic/Farmed,12.5,BCSV010,Kentucky,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,,,4,32,64,<=0.12,>32,0.5,270,2014-10-30 00:00:00 UTC,32,1.44,49800,1.2,1.2,Shuttle control,NarNic-Sal,0,0,0,0,0.117905934,0.2361659398,0,0,22.7796981,0,0,0,0,0,6.529698961
458,BCSF0238,2014,QUEBEC,QUEBEC,4,12,4,Domestic/Farmed,12.5,BCSV010,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,1,,,2,32,64,<=0.12,>32,0.5,270,2014-10-30 00:00:00 UTC,32,1.44,49800,1.2,1.2,Shuttle control,NarNic-Sal,0,0,0,0,0.117905934,0.2361659398,0,0,22.7796981,0,0,0,0,0,6.529698961
459,BCSF0238,2014,QUEBEC,QUEBEC,4,12,4,Domestic/Farmed,12.5,BCSV010,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,,,2,32,64,<=0.12,>32,0.5,270,2014-10-30 00:00:00 UTC,32,1.44,49800,1.2,1.2,Shuttle control,NarNic-Sal,0,0,0,0,0.117905934,0.2361659398,0,0,22.7796981,0,0,0,0,0,6.529698961
460,BCSF0238,2014,QUEBEC,QUEBEC,4,12,4,Domestic/Farmed,12.5,BCSV010,Kentucky,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,,,2,32,64,<=0.12,>32,0.5,270,2014-10-30 00:00:00 UTC,32,1.44,49800,1.2,1.2,Shuttle control,NarNic-Sal,0,0,0,0,0.117905934,0.2361659398,0,0,22.7796981,0,0,0,0,0,6.529698961
461,BCSF0239,2014,QUEBEC,QUEBEC,4,11,4,Domestic/Farmed,15,BCSV010,Kentucky,>32,NA,>32,8,NA,4,<=0.015,NA,16,32,0.5,,,2,32,8,<=0.12,>32,>8,270,2014-10-10 00:00:00 UTC,31,0.91,110000,2.061349693,2.12195122,Continuous control,NarNic,0,0,0,0,0.1226194934,0.2456072135,0,16.14990296,0,48.8632188,0,0,0,0,11.50927899
462,BCSF0239,2014,QUEBEC,QUEBEC,4,11,4,Domestic/Farmed,15,BCSV010,Kentucky,32,NA,>32,4,NA,<=2,<=0.015,NA,8,16,0.5,,,1,<=16,64,<=0.12,>32,>8,270,2014-10-10 00:00:00 UTC,31,0.91,110000,2.061349693,2.12195122,Continuous control,NarNic,0,0,0,0,0.1226194934,0.2456072135,0,16.14990296,0,48.8632188,0,0,0,0,11.50927899
463,BCSF0239,2014,QUEBEC,QUEBEC,4,11,4,Domestic/Farmed,15,BCSV010,Kentucky,8,NA,>32,4,NA,<=2,<=0.015,NA,<=0.25,2,0.5,,,2,>256,64,>4,>32,0.5,270,2014-10-10 00:00:00 UTC,31,0.91,110000,2.061349693,2.12195122,Continuous control,NarNic,0,0,0,0,0.1226194934,0.2456072135,0,16.14990296,0,48.8632188,0,0,0,0,11.50927899
464,BCSF0239,2014,QUEBEC,QUEBEC,4,11,4,Domestic/Farmed,15,BCSV010,Heidelberg,8,NA,>32,8,NA,8,<=0.015,NA,<=0.25,2,0.5,,,4,>256,8,>4,<=4,0.5,270,2014-10-10 00:00:00 UTC,31,0.91,110000,2.061349693,2.12195122,Continuous control,NarNic,0,0,0,0,0.1226194934,0.2456072135,0,16.14990296,0,48.8632188,0,0,0,0,11.50927899
465,BCSF0242,2014,QUEBEC,QUEBEC,4,9,3,Domestic/Farmed,13.7,BCSV010,Kentucky,<=1,NA,<=1,8,NA,4,<=0.015,NA,<=0.25,2,0.5,,,2,<=16,64,<=0.12,>32,0.5,782,2014-08-11 00:00:00 UTC,31,0.693,15000,2.22875817,2.22875817,Shuttle control,NarNic-Sal,0,0,0,0,0.1443225864,0.289078574,0,0,6.948035926,0,0,0,0,0,29.02240002
466,BCSF0242,2014,QUEBEC,QUEBEC,4,9,3,Domestic/Farmed,13.7,BCSV010,Kentucky,<=1,NA,<=1,8,NA,4,<=0.015,NA,<=0.25,2,1,,,2,32,>64,<=0.12,>32,1,782,2014-08-11 00:00:00 UTC,31,0.693,15000,2.22875817,2.22875817,Shuttle control,NarNic-Sal,0,0,0,0,0.1443225864,0.289078574,0,0,6.948035926,0,0,0,0,0,29.02240002
467,BCSF0242,2014,QUEBEC,QUEBEC,4,9,3,Domestic/Farmed,13.7,BCSV010,Kentucky,<=1,NA,<=1,8,NA,4,<=0.015,NA,<=0.25,2,1,,,2,<=16,>64,<=0.12,>32,0.5,782,2014-08-11 00:00:00 UTC,31,0.693,15000,2.22875817,2.22875817,Shuttle control,NarNic-Sal,0,0,0,0,0.1443225864,0.289078574,0,0,6.948035926,0,0,0,0,0,29.02240002
468,BCSF0242,2014,QUEBEC,QUEBEC,4,9,3,Domestic/Farmed,13.7,BCSV010,Kentucky,<=1,NA,<=1,8,NA,<=2,<=0.015,NA,<=0.25,2,0.5,,,2,32,>64,<=0.12,>32,0.5,782,2014-08-11 00:00:00 UTC,31,0.693,15000,2.22875817,2.22875817,Shuttle control,NarNic-Sal,0,0,0,0,0.1443225864,0.289078574,0,0,6.948035926,0,0,0,0,0,29.02240002
